tweet;polaridade
If you talk to my paj you have a  chance of receiving classes on the  social security reform and  of a  telecurso on a random subject;-0,21111
Tai finally we agree on something commonThe future of the poor people depends on this disgrace of social security reformIf it is approved death to the poor if failed we will have an opportunity to continue fighting for life;-0,21111
I had doubts more after the clear exhibition there now I agree with the need for social security reform;0,21111
Clear that this strike was not a reaction to the cuts but against the reform of social securityIf you are against everything ok but leave UFBA out of itIts not the property of you;0,21111
Because it makes a project against reelection more voted in the complete reform of social security without dehydrating  please  you will be punished by the pollsIf you do not give the opportunity for the country to get up;0,21111
If it is so good because a report of the social security reform maintains privileges to military and politicians;0,21111
The reform of social security besides not fighting privileges and a disguised fiscal adjustment of reform which decreases the income of the poor makes it difficult to access retirement and deepen social inequalities;-0,20833
Sorry but we are not in those who want the reform of social securityI think they are you who love to be enslaved lol;0,20833
Disseminate and debate the reform of social security and one thing facing Cearas coroners and all the political spell and anotherI pray the good prestigs from your people who do not let it proceed I already fought the old policy and it has often destroyed me do not let it;0,20833
Does the Mayan say he wants to prioritize the PEC of the new security Conversation The PEC of the renovation of the much more margin to negotiate and blackmail in exchange for retributionsAnd only for that  Already the project ante crime does not have much space  or and or not it is soVaiRabalharmaia;0,20727
The wonderful proposal of RefFrom the Bolsonaro governments social security it failed most countries   according to uol materialAnd and your retirement at stakeIrresponsibility to benefit market using the future of BraziliansThis reform is not the exitLulalivretercasdv;0,20667
Was this the bargain made for the significant voting for social security reformDisappointing if soVetabolsonaro;0,20417
He passed the social security reform now and just wait for the rain of moneyBrazil will get rich lets earn a trail  ironia deboche;0,20417
June  Brazil will end up against this proposal for the reform of the social security which takes rights from the Trsbalhars and the poorest and maintains the privileges of the richOr do you think rich worry about retirement;0,20417
hahaha if I was rich not here I was  I was articulating for the reform of the KKK Social Security;0,20278
Live with President Jair Bolsonaro   Subjects  New Passport  Social Security Reform  PEC of Economic Freedom facilitates opening of business many moreBasariariabrasileira;0,20121
And what do you have to sayI think the social security reform which was already destined to happen with bozobosta or without because it has been dragging on years ago people were born yesterday and must think that it was this idiot that facilitated is one of the main PTOS of this event;-0,20000
The media is chattered if there is no health education securityFor her what matters and government money in her pocketFor the media fuck if the previdency reform fucks if the anti crime package is not simply to defend Bolsonaro and defend our country from the vultures;-0,20000
WHO AND AGAINST PREVENTION REFORM MUST HAVE EAT MUCH SHIT IN CHILD AND HAVE NOW UP TO THE BRIDGE NEPrevidenciamentoMorte;-0,20000
In positions only two months ago federal deputies have been holidays of  daysAnd they cant even get time to start examination of the anti criminal security reform;-0,20000
Destroying Amazonia No Brazil and then the population in this reform of prevention;-0,20000
I with  years unemployed pension reform almost being approved I have CTZ that I will never retire in life I will work to dead thank president who will not let me even die in peace;-0,20000
Gilmar Mauro from the direction of the MST comments on the Generals decision that directs the Incra to refuse to dialogue with the MST and movements that fight for the advancement of the agrarian reformAnd he still comments on the Bolsonaro government attack on public security and the rights of the poor;-0,20000
Congratulations deputy for voting in favor of the pension reformBrazil thanks;0,20000
If you really care about the Brazilians reformaDaprevidencia JA;0,20000
Congratulations to the government of President jairbolsonaro camaradepadadas senadofederal and all involved in the RefaDaparvidencia that is just the beginning of the important and deep changes that the country needs so muchVaibrasil ordemeprogress;0,20000
Do not let the MP of Economic FreedomAnd vote soon the pension reform and tax reform;0,20000
I agreeGuedes has all the reasonAborted the pension reform bringing many privilegesThe country did not learn to be great but the Bolsonaro government disappointed at this point supporting the privilege for the federal policeI am still Apia the government but I pissed on what they did;0,20000
Guedes says he leaves government whether to reform the security is not the way he wants;0,20000
Repost DEP Antonio Pereira  Antonio Pereira defends reform of worthy and human social security for less favored people Deputy Antonio Pereira DEM occupied the podium ;0,20000
After prevention Guedes prepares economic measures and wants focus on state reform Andreia Sadi Blog G;0,20000
Shame and be threatened and blackmailed no one wants to reform the forecast you have been bought;0,20000
Who will the president want to cut the privileges with this RefaDaPrevidenciaMan retires  woman  politicians  years  And are the privileges of those who really workRemove your mr President Remove from deputies senators ;0,20000
And as if the ongoing emergency economic plans would save lives from hunger and misery not just benefit those who are at no riskSee the pension reform;0,20000
BABACASRidiculesIn those we work and we are not going after the left wing and that we pay their salary the precise security of the reform as proposed by Paulo Guedes previdenciaguedes daybrasilTrabalha ;0,20000
Sabias Palabras marilupreiras I as Brazilian I feel ashamed of so much done and said by these administrators at that moment what we can do and fight for lulalivre and that this pension reform does not pass if she goes there yes lets be the shame of;0,20000
The reform of the previdency already  with whom had to F  Do you really think the privileges will be cut;0,20000
I am in favor of the gulags because they contemplate this whole class that advocates reform of the prediction and exploitation of child labor for exampleAlready have the opportunity to work by cutting a lot;-0,20000
Tell this to its president then who wants to do this reform of the crazy prevention there;-0,20000
For a change Gleisi turning along with his class to disturb Paulo Guedes explain the reformWhat kind of GNT votes in these waste to represent the people there in the chamberPQP broSocial Security Reform;0,20000
Lets summarize the agenda of todays manifestation  Lula Free Marielle Lives  Against the Reform of Social Security  Legalization of Marijuana  Bolsonaro doll on fire  in favor of the Supreme Court to criminalize homophobic acts  Cade OrirozBut the main agenda does not exist;0,20000
The reform of social security is good for large companies and banksColleague see what this proposal affects the workers in this short video of sindppdrs June  and general strike for retirement and in defense of our rights;0,19952
The economy will be like this until the balance of the accounts which only occurs when approving the reform of social security has no other way to goOr approve or the country for good;0,19896
eikebatista at FSP the government has a political force to approve an ambitious reform of the social security said Itau President Candido Bracher saidHe also added that the Economic team led by Paulo Guedes is committed to a more close economy to;0,19667
 Fernando Henrique Lula Dilma centered on the social security reform project for almost  years no one wanted to move it first because they dont believe in deficit second because it is unpopular more Bolsonaro when he took  of the thing he did wasSocial Security Reform;0,19583
Interview in Spingosnosis with the president of the Special Commission of Social Security Reform Deputy Marcelo Ramos;0,19524
Special Commission of the Social Security Reform and created by Maia;0,19524
Rapporteur of the Social Security Reform Tasso Jereissati Tera Special retirement Senator Tasso Jereissati PSDBCE rapporteur of the pension reform that extinguishes ;0,19524
Special Retirement in the Proposal for Social Security Reform How is itvia youtube;0,19524
Camara installs special commission of the social security reform;0,19524
Inhuman reformCongratulations to the combative deputy Molon for all his struggle and engagement and for denouncing that the deform of social security was just approved in the special commissionCowardice and defeat to the Brazilian people;0,19524
The nursing voted by weight on itI know why I was inside the hospital interning in the period of electionsThen he went there and ended the special retirement of the class with the reform of social security;0,19524
Certainly and good leaves the retirements more egalitarian putting a spending ceiling age increases a little but necessary The largest deficit in Brazil and the social security because they are many retired for few in the job market the reform will helpto improve the economy;0,19501
True these are gaining millions in how much workers pay the bill with the reform of social security unemployment and the misery that the government denies existing;0,19444
These deputies who are rejecting social security reform do not understand that this reform and to avoid a bad future for the country and not to result the next day of the final approvalThis is complicated;-0,19444
Social Security ReformCut of funds for federal universitiesEnd of Philosophy and Sociology coursesThe salary of the parliamentarians intactElite goods are increasingAnd amazing how poor you are fucking yourself in theseBorn poor he will die poor and working;-0,19444
Social Security ReformPrivatizationsNew trade agreementsLeave itLets focus on what really matters for job creation ending the PTs socket that lambisgoia that damnRead the full history;0,19444
It would be appropriate to take advantage of the current minimum age project of social security reformReflect on the subject a frank conversation with society can help make history with the deepest reform to lead the country to unprecedented prosperity;0,19333
Dear friend josenunedep we ask for your support to approve the pension reformWe are aware of the urgent need for this change and the new breath we will achieve for BrazilWe will not forget your supportOrreformaouquebra Maria Cristina;0,19318
The CCJ of the Camara of Deputies had resumed on the next Tuesday  the analysis of the opinion of the rapporteur of the social security reform delegate Marcelo FreitasPressured by parties of the ruling base the parliamentarian may present a complementation to the opinion;-0,19167
Economist and former banker explains how the reform of social security will make the lives of the poor worse;-0,19167
This is material to be disclosed it doesnt matter to anyone The leaf has let it have been a serious newspaper for a long timeBrazil breaks;-0,19167
We are keeping an eyeIf you continue with this tone criticizing those who want to change our country it will never be electedThe reform of social security has to be voted in full;0,19167
Full support for social security reform;0,19167
Rodrigomaia will oversee usUnfolds with the reform of social securityThe reform list is full it is no use kicking;0,19167
True chaos this strikeThe country needs the reform of the peco social security to vote for deputy and we will rebuild our parents;0,19167
Retirees for disability will no longer receive the full benefit after reform of social security;0,19167
True support the reform of social security and support mePQP;0,19167
In full voting for the social security reform;0,19167
You criticize the reform of social security and a guy arrives by sending you to shut up because you are a teacher full of privilegeMore privileges than the president in which the guy voted to retire at the age of ;0,19167
The NY museum we didnt want to Its full of places wanting this eventBrazil will grow  from June with the reform of social security Paulo Guedes was smelled smelling GN interview so can;0,19167
Okay but what did he do so farWhat positive changes did he doCuts in education end of ministry reform of social security that benefits only some positions for children liberation of pesticides loss of debts for business in what improved the country;0,19015
Dear Deputy Jose Ricardo the approval of the social security reform and important to BrazilWithout it all we will succumbWe appealDepJOSE RICARDO PTAM TAKE THE NEW PREVENTIONBrazil cannot waitZericardoam mapadarvidencia;0,18990
He with his government managed to create a new social security reform where those who earn the most and those who earn less pay less among many other factors that would greatly benefit the people;0,18892
Reform of social security  only does not understand who makes a donkeyBecause stupidity does not existWhat has and maliciously ;-0,18889
The left is shitting for fear of social security reform being approved and it never come to powerAre dirty;-0,18889
I agreejairbolsonaro our president dont be afraid or fearWe want the social security reform yesUse the blank contract we have given you to do everything the country needsjairbolsonaro represents us RefaDePrevidenciaTence;-0,18889
No my dearToday Brazil should not be discussing the investigation of samba schools or the disgusting Twitter of BolsonaroWhat should be in discussion and social security reform the end of the forum the quality of schools and health etcThese guidelines are relevant to Brazil;-0,18889
BolSolao Rapporteur of Social Security Reform owes more than   for social security;0,18889
Now do you understand why the social security reformEnough of tax payroll Today the employer represents most of the social security contribution and call tribute want to cheapen the payroll to increase profitsreformaefraude;0,18889
I keep imagining Joice Hasselmann as a government leader negotiating the pension reformImagine the skillThis government is not only misogino homophobic medieval nostalgic dictatorshipand incapable unprepared amateur;-0,18750
With reformadaPrevidencia and so elderly living with little and without dignity with section;-0,18750
Brazil is very fucked I think only the reform of the social security would not solve the problem but it is a big step;-0,18667
If the political class together with rapporteurs and the chairman of Camara approve the reform of the  billion social security and not the reform of pauioiges it will be declaring to the people that their privileges are more important than future generations;0,18667
Open your privileges and support the reform of social security which will do a good to the future of BrazilLets be responsible ;0,18667
These senators are playing with the peopleThey should be concerned with truly relevant topics such as the reform of anti crime security and lawThey are just a bundoes to whom we pay high salary to debate about extinguisher in carsAh you will take it in the toba;0,18667
Gleisi Girl takes advantage of the last term because how much you are overwhelmed Bolsonaro for the reform of social security but you will lose because the god who is with Bolsonaro will take him at the top writes there so as not to forget Bolsonaro will come where God wants;0,18667
Much of the population supporter or against the reform of social security does not know what will really change in his lifeThe big challenge that and sitting and reading some pages turns people into nothing more than a vote to be bought by a politician;0,18667
And there is nothing more important to vote here in the Senate hj no  Type  Reform of social security  just a little question ;0,18646
Because in Brazil the former politicians get a beautiful retirement And the people working to pay Dilmas luxury  our money spent on another countryThey want to do the social security reformof to pay these costsThe Brazilian slave people and who pays the duckLong live GovBolsonaro;0,18394
Pedro Bastos denounces the fraud of Paulo Guedes the false accounts of the social security reform;-0,18333
deppaulinho you and a scoundrelGoing against the reform of social security just not to remembered BolsonaroThe people who fuck themselves;-0,18333
Friends I believe we have to focus to be effectiveMy  priorities that I will charge for parliamentarians are  Moros anti criminal package Social Security Reform CPI LavaTogaDo you agree that these are the prioritiesDeputed to egraecomvoces cpidalavatoga;-0,18333
And we will approve the reform of the social security that had saved the country from the deadline and we will approve the Moros anti criminal package and we will approve the dreamed tax reform;-0,18333
Approved Anti criminal package decree of gun possession yes reform of social security;-0,18333
We can not lose focus and fall into the debate of guidelines that are not priorityFor yesterday today and tomorrow reform of the social security and anti criminal package My focus and this ;-0,18333
DiaBrasilnasruas guysFor realThe guidelines are these  Reform of Guedess social security Approval of the administrative reform MP Moros anti criminal package CPI Lava Toga FuckWho is rotten to break;-0,18333
Maluco and who does not support  Anti criminal package  Social Security Reform  Nominal Voting of MP   Lava Toga can come MBL PT PSOL and CIA LTDABolsonaronosso President;-0,18333
Poor celebrating the discharge in the bag because of the approval of the social security reformI lived to see this ;-0,18333
Will articulate the reform of the social security fuck  ;-0,18333
Deuteronomy   when there is any poor of your brothers in any of your doors in your land that the Lord your God give you you have not hardened your heart nor close your hand to your brotherpoorThink about it when the Social Security reform is voting;-0,18333
The mask fallsTabata approved in the PDT convention the decision to close a question against the reform of social securityWhat made her change his mind and disrespect the partner fidelity and betray the poor population of the favela from which he emergedYour financierstabataamaralsp;-0,18333
Annoyed with Carlos Bolsonaro Rodrigo Maia warns that it is out of articulation for social security reform Forum Magazine;-0,18333
Without wanting to lose protagonism because the attention of the country are directed to the chamber of deputies where the reform of social security the senators claim to vote on the ministers anti criminal package Sergio MoroStill in this semesterPart of the project can be voted in April;-0,18333
Bolsonaros social security reform and worse than fear via brazil;-0,18333
Social Security Reform attacks the poor and workers and protects politicians;-0,18333
Olaf and the portrait of the poor Brazilian who believes that the reform of social security will benefit him;-0,18333
Poor no longer will retire if it approves Bolsonaros social security reform;-0,18333
This reform of social security will chip the worker peoplePaulo Guedes disgustingCapitalistNojentoIll be against the Bolsonaro governmentThe states are broken because of the robbery  and the Brazilian slave people and who will pay Paulo GuedesCapitalist;-0,18333
The reform of social security will help banks taking money from the poor;-0,18333
After the passing labor reform and the optional that comes around you can retire women at  and man at  who will be a broken social securityNo one collectsNo one will have how to collectWhen does it squeeze if you stop paying rent or paying security;-0,18333
I retardedIt is not the poor donkey who will die working while defending the reform of the social security and the Sandices of Bolsonaro and his terminha terraplanist;-0,18333
The reform of social security and an injury against the poor taking into consideration the life expectancy of the Brazilian population;-0,18333
Teacher Dust on the Reform of Social Security I And because of these bunch of underwear stuck in the rego that the poor chipped aka me and  of Brazil breaks in the end of accounts;-0,18333
How can social security reform benefit the poor;-0,18333
The government wants to approve the reform of social security to come Brazil and most Brazilians realize the need for approval with the word the congressmen elected by the people especially the newbies but all should be charged about their position Approval already;0,18333
Rodrigo Maia decided to postpone May  the deadline for amending the social security reform which would win at the beginning of next weekCongress tries to delay the reformAre against Brazil;0,18333
Have you wondered if the center decides to submit the reform of the social security for the streets the popular referendum pereirajocaDo you think Paulo Guedes would expect the resultNo the centers dont have so much pride ;0,18333
In addition to not understanding anything or pretending how much the reform of social security can be irresponsible with the poorest especially in an unequal society like Brazilian Onyx also shows that he knows nothing of footballWho didnt put palm trees on top;0,18333
If they were studied with good academic formation and if they informed PSOL and PCdoB would have supported social security reformLook  of PSOL and  of PCdoB were against saving the countryStill from the time of you open your eyes Mauro Abraco;0,18333
By approving the social security reform it begins to undermine itUntil it will not improve the economy quickly and  and year of municipal elections and the bozo will be pessimal voting handle;0,18333
After R  bilhoes to the Fund the pension reform would be good for  Enough of naughty;0,18333
The Brazilians are watching each deputy because we know that without the new reform of prevention Brazil has just failed strilhasprevilegies;-0,18182
Had Globo elite gunmen will continue in such a friendly fire against the government until the reform of their sponsors social security leaves or until the militia check was offsetIs such a report on the fakeada still in the oven as a form of coercionDo you have a famous expert;0,18167
Good night I will say for the president in his campaign women would retire at  years old that would be my case and this renovation will be the same in  when I remember that my father paid several security meats to have aquiet old age;0,18000
Are these alliances more important than social security reformMrPresident is only entering a split ballThis on social networks can even workHad it been right in international policyI fear no;0,17891
Guedes invented a new word who does not agree with the reform of the precise hospitalizationHe needs to go back to school;0,17879
Spoke the doctor in economicsAre you going to open your special retirementThe reform of the forecast that Congress is making and that you preside over maintained the privileges of the judicial and the legislature and the pocket;0,17857
Half the amount intended to be saved in  years with the reform of social security through BNDES says PalocciThis can be much worse than the oilYou still think the solution ;-0,17778
The PEC of the ceiling in force already and a cut in the meat of the governmentReform of social security and more urgent than taxpayer which is also necessary and then becomes;0,17778
davialcolumbre is postponing the reform of social security to satisfy the most petty political interestsHe doesnt care about the corn of unemployed who want to see Brazil growing and generating jobs and income againPrevidenciaoumorte;0,17778
Alo JoicePr Jair Bolsonaro is bigger than the PSL than Globolixo and the traitors all togetherSO Yesterday Approved Alcantara Agreement in Camara  x  Approved Senate Social Security Reform  x  and comes more around ;0,17778
I agree with you the government has to focus on the reform of social security not being able to make the party think the same lets go to the PSL fight do not sleep;0,17778
There are many addictions of social security and I do not believe that this reform is the definitive solution but it is necessary to start we run the risk of having escaped a Venezuela to fall into a greece;0,17778
Father LOBAO We need more support for the reform of social securityIt has to be daily;0,17778
We are in a hurryCade the social security reformWe are still many unemployed and Congress waging BrazilOur hunger and different from their hunger;0,17778
The reform of the social security we want and the one that does not move first with the peopleDo the lesson of each of you first to give an example;0,17778
Balanced public accounts are the assumption of a healthy nationThe reform of social security and one of the sanitizing measures that need to be taken urgentlyThe explosive tax situation of the Brazilian government  in two updated graphics;0,17778
On the same TV channel that says that the social security reform will pass and generate more jobs;0,17778
The ruralist bench that will love this  million tons of corn that will rot in Santos  This will give the mango  will reflect on the second voting of the Social Security reform ;0,17778
Mato Grosso Education professionals do on Wednesday a stoppage to charge greater salary and a mobilization against the reform of social securityWith the movement classes are suspended in  state schools which corresponds to  of the total of  units;0,17778
Only the politicians celebrating the reform of social security  they are more known than usLets trust them;0,17778
A bolsominion talking in front of me that I am in love with the reform of social security I deserve such a thing sir;0,17778
The lady who has no idea of the macroeconomic impacts of the current security and not approving the proposal of reformTry to find out with those who understand the subject like pfnery and goescarlos good night aunt;0,17778
This many could steal robbing  but it is doing all this in a different way and within the lawThis is what is against the reform of social security;0,17778
Guys we will vote for the poll against Social Security Reform We are winning with totally disagree but the difference is smallLets vote Guys Camara opened poll over the renovation lets give our message;0,17778
Countries where the social security reform had the expanded contribution time are countries with a more dignified life basic sanitation access to health quality of lifeWhat we have here and the population of miserables and people below the line of misery;0,17778
RT onyxlorenzoni lets copy the renovation of the Chilean Social Security because good and retired dead retired;0,17778
Funny to see people who voted for Cyrus Haddad among others protesting totally against any kind of social security reform when the proper candidates proposed it in their campaigns;0,17667
On the same day that comes to me the news Base Text of the Social Security Reform I have already seen some  propaganda of private security  but there is no interest to it no po;-0,17333
I really liked itOn the one hand thoughtful sensible sincere and respectfulOn the other hand extremely worrying from the point of view of the lack of articulation of the plateau with the congressIt showed that the government is far away from the votes necessary to approve the reform of social security;0,17292
Will these two leftist deputies be favorable to the reform of the social security that ends with unjust and privileges absurd ;-0,17222
It is no use creating more polemic between Olavo and Generals because what the left wants the left is being able to take the focus off the pension reform the government managing to approve this reform will destabilize the entire media and left;0,17143
Rodrigo Maia is rightBolsonaro needs to drop his hand from being dumb and go to study social security reform and go after votes;-0,17083
These dumb policies cannot keep up with the ideas and change in the social security reform AJU PACIENCIA ;-0,17083
Funny that the reform of the forecast of the guy who claims to be honest and much more severe than the reforms proposed by the corrupt If this reform had been approved there is both FHC or Lula the sacrifice of the population would be much smaller;0,17000
A good technician for sure but has just said shit I think a smart person like you Renato should never support this militia bandit who wants to disgrace the life of the people with this wild reform of social securityBolsonaro and team all really waste;0,16845
Luiz Lula Muller luizmuller   min while Bolsonaro shames Brazil in New York Senate wants to approve the pension reform that tools the worker;0,16818
felipedss yes we are small like the newThis saying has long known him and we never use himWe now assume our responsibility with the approval of the Social Security Reform and even when our vote is unnecessary and we vote with that responsibility and our conscience;-0,16667
Silvio Santos the TV dead receiving the politicians dead Bolsonaro in the dead SBT the despair and crying to stick to the tail of people a reform of social security and ridiculousMeanwhile Havans living bald man owes the INSSAnd the  dead crying for jecas;-0,16667
PSOL and a party questioned by several posturesHowever the best front in the last elections came from him and detail a researcher not any shit found errors in the calculations of social security reformAre you going to defend a mistake that can cost a lot for ideology;0,16667
Guedes the apprentice of reform ultraliberalism of social security and privatization were only the beginningGuedes presents the chamber with his great card the PL which proposes the total opening of our exchange marketEconomy will be referred to global finance;0,16667
Reform gives previous ha;-0,16667
Lie governments ability to invest and this multiplier effect generates income Shy to invent non ballast income as the PT has done it only increases recession inflation drop in purchasing power and unemployment outside the theft;-0,16667
Reform gives previous ha;-0,16667
Subject that doesnt matter all the time in the timeline  And the pension reform Senate attentionWAKE UP;-0,16667
Worse than the call of material and this bunch of functional illiterate that enters here to speak ill of a government that is obliged to make a concessions to ensure a reform that today and indispensable to BrazilSocial Security Reform;-0,16667
Do your job as it should be doneIt is worth the reform of the governments social security;0,16667
Commercial Opening Reform Corte in Tax on Consumption greater investment in Basic Education Publics Investment in Research to cure Flamengo Disease Champion of Libertadores and the World Cup Champion;0,16667
I hope that approving the pension reform and the anti crime package is the main agenda;0,16667
But pera there tradespy the labor reform last year  and now pension reform  wouldnt they be the solution to the lack of growth GDPNow only with tax reformAh ok  so its nePS No aggregate demand from Keynes no gameCadeoges;0,16667
Xpinvestimentos sending email and positioning yourself in favor of the reform of social security  why will it be rightWho and q wins with the reform;0,16667
The time and for an extreme radical speechNo time to go chat with a deputy who is a symbol of the coup on the YouTube channel of a website that defended the criminal reform of social security;-0,16389
In search of more justice social security reform proposes to reduce the accumulation of benefits to a single person according to their valuesCurrently and the full sum of benefits such as death and retirement is allowedFind out how this calculation will work;0,16238
The reform of social security is included the politicians and judges I do not know if it came to see but it is worth giving a c   follows an accessible information not possible to send it complete if you want call me in DMWhat a pass you ;0,16167
I support the reform of social security is necessary even though you position yourself to offend you we are becoming irrational;0,16111
Thanks to work for  years to retire  Workers just know this to be against the reform of the social securityIn addition banks are the biggest interested in withdrawing their rightsFight;0,16111
Claudia Collucci Reform of Social Security ignores a mismatch between long life and healthy life;0,16111
How cool congratulations but now it has set off to focus on social security reformSupport directly Bolsonaro;0,16111
On a useful day you  you will work normally or let yourself be used as a maneuver to erect posters asking for the release of a cachaceiro president and to say against the reform of social security  but you dont even know what is thatDiaBrasilTrabalha;0,16111
Decreased ministry delivery of several projects including pension reform Anti criminal project road construction decrease with public spending international recognition including the USA we are talking about  months ;-0,16000
Senator davialcolumbre lets put the social security reformThe people cant take it anymoreSenator carlos Viana right talk about the foundation now and inadmissibleSenadoAprovePrevidencia;0,15952
Well the reform of social security is still stopped in the SenateDeputy I walk discrediting in CNI make a lot tmb through the anti crime packageAnd that all right;0,15952
MegamAnifestacaDireita Mega Right Manifestation Day  to the reform of the social security of Paulo Guedes and the Sergio Moro anticriminal packageBrazil will tremble;0,15952
It is not cut and continuingLarge to do show for audienceCreate shame and vote in favor of social security reformThats what we put you there to vote for the country to put the economy in the right course ;0,15952
CongressProN  End of the privileged forum Support Lava Jato RIGHT THE SELF CANDIDATURES  END OF THE FUND FUND impediment of those who partize the Supreme Court Social Security ReformLets fight in favor of what matters Brazil and the people;0,15952
Social Security Reform does not affect the acquired right of insured;0,15952
Right at the time of the social security reform votingThat coincide sqn;0,15952
jairbolsonaro Mr President and the Reform of Social Security for Deputies and Senators will not happenTwo terms and retirementIs this right;0,15952
Even if it did not exist there should be a reform of social security because it is not reasonable and fair that public employees of the high scale have marajas retirement while the worker has retirement of misery;0,15867
Does not want Lula free and wants to defend the reform of social security was only to go to the manifestation of the th uai;0,15833
Rogerio Marinho and a angry advocate of the Social Security reform having to advance this important flag amid the chaos of these daysThe government has good paintings needs to take the rubble;0,15833
Bauru and region which disappoint because you have voted for the reform of the previdueancia hj we demand explanationsIf the PHA were alive hj we would surely have an integer program of the sharp conversation about this setbackUnfortunate;0,15833
Half of the country warning that the pension reform would fuck with the poor and the ordinary worker and only now that you realized this Aaaah will fuck the bunch of cute cute idiots from CRL;-0,15741
And Claudia I am in favor of several reforms including the security I just do not agree with the sale of fake news that the reform of the providence and the salvation of Brazil because it is alone treats only resection it needs to come with other measuresHugs;-0,15625
He voted in favor of the pension reform I do not trustYou can not fall into the little norleftnem chatWill you vote with us in other materialsPerhapsBut at Vamuves time votes like it wasSorority has a limitGood Morning;-0,15625
Report in   INSS Financial Coordination of the Federal District more than  million A A in a small audit in Unique MesNovaparvidencia Without Audit and Strike Reormadprevidencia PECDOPG;0,15625
His donkey who is creating controversy and Rodrigo Maia and his gang of corrupt so wanting money to guide the reform of social security will the politicians of his party are also in the middle;-0,15556
What absurd and thisStop being a wooden faceThe reform of the social security and fundamental to the countryPrevidenciaOty operate;-0,15556
DiaBrasilnasruas We will not give up Social Security Reform  Anti criminal package  Lava Jato  Revenue Powers to report crimes to MP   Ministerium  Nomina Vote  Brazil against the Center;-0,15556
The mysterious cat withdrew from the environment after this hetero frog failed to talk about the reform of social securityChoose one of the letters for your relationship with the ex;-0,15556
Im reading the integral of PEC  Social Security Reform and I came across an absurd and totally unconstitutional change that the baked ones proposing and I saw no one to speakThe alteration of the SSO of art of CF;-0,15556
There is no money but you can spend  million reais with propaganda for social security reform not to save but make the poor poorerRich hates poorPocketsno has  million in goods;-0,15556
Sorry but reform of social security without political reform and once again sticking their finger in the workers c if they want to cut start with the retirement of politics of  mandates vitalic senators perks everything Vargas decreed is ruining ;-0,15556
You have to reform the social security including the political class dear presidentA parliamentarian earning what you receive and still retire with the ceiling and absurd;-0,15556
Youre giving a blank check to someone suspected of thinking back fraud which proposes a renovation that hits the or the military nor predicts the charging of the evadersEither they are ingenious or rich who do not need the prevention;0,15500
Leandro so olavo p be quiet until approval of the social security reform that current problems are postponedThe need for a base as I said delay yearsTodays friction only compromises consolidation of this group;-0,15333
When will this criminal maracutaia have an endWill the criminals be punishedMeanwhile the prison in second instance and withdrawal of the anti criminal package harmful deputies vote against the reform of social security and our totally finished patience;-0,15333
Rysthag  Neenlogg feeling in love in Niteroi RJ Brazil  which someone was really emerged when he said in social inequality with this reform of social security it only increases inequality;0,15333
While there are much more important to approval like the reform of the social security the  measures against corruption But the shit of the nho q the shit half of the congress elected it is shelved All of them and the good and the wait and wait for your turn;0,15238
And the militaryFor zerohora renovation of Bolsonaro and wide deep but controversial myNews;0,15000
Reform of social security ridiculous leading the country to poverty;-0,15000
Professor Andras Uthoff explains what happened in Chile after the implementation of capitalizationSomeone who and clearly class media when he works once he retires becomes poor dialogosul ReformAdaprevidencia;-0,15000
You forgot to mention the pension reform anti crime package several decreesBe impartial by kindnessFollow what the ministers chosen by him are doingBy the way you and one more that just accompanies the leftist lamentable media ;0,15000
I think the sameThey are normal people they should stop it;0,15000
Only an opportunist of its level and capable of supporting a Legislative House presided over by David Alcolumbre and that slows the pension reform to blackmail the president in search of state coffersCongratulations you will get your likes;0,15000
The MBL supports speech and works for the reform of the social security more than the entire PSL bench since the beginning of the legislatureIf you take  minutes to research you will seeThink and research before talking nonsense it saw no other cattle;0,14896
ReformAMeiaBocanao Good Morning PatriotsThe last images of the celebration of the first round approval of the reform of the almost new security leaves no doubt the deputies are coup duetatjairbolsonaro open your eyes;0,14773
Go the shit and now its good for you andIs everything changed nowDoes the corruption endThe reform of the social security is good for you your incompetent assholeHas unemployment decreasedHas poverty decreasedHas deforestation decreasedAsshole gang shitty political illiterate;0,14722
Liberals think they hold the Bolsonaro government aloneLet the children dreamI participate in four Bolsonaro Support Groups most public servant I need to say ne   TaiGuedes wants only the reform of social security and chopping the mule;0,14667
Deputies took states and municipalities of the social security reform for a single reason policyThey want these broken because they are mayors candidates in  or governors in  they are irresponsibleDo not vote for federal deputy for the executive in the close elections;-0,14603
Mano I read the comments of the Bolsonaro tweets and find out that there are people which is clearly not part of the spheres of society that will be privileged with this shit happy with the reform of the bitchless social security that gave birth and galera;0,14583
Have you ever taken a look at our last videoWe interviewed the economist and teacher Denise Gentle talking about social security reform and the impact on womenIts really cool;0,14583
I disagree with you especially when the reform of social security because it is super necessary but the way it was proposed it will only fall on the back of the poorest population and media class as there is something effective in Q really causesthe gap;0,14583
And the deputies of the old policy and the bastards applaud this reform of the wise and wicked social securityRemember Baboes deputies the bleeding people had not forgotten you in the  elections Then I turn with the usual mimimi communist thingChange the disc;0,14583
Reform of urgent social security necessary and sufficientMany important materials that should occupy the debate;0,14444
Read the social security reformLearn how to do math for love GodA reform that decreases the aliquot for  of the population that earns up to  minimal salary;0,14444
After the kitchen Guedes again argued that the reform of social security is essential to correct what he calls distortionsWe need to secure pensions that are at risk he saidcardiozo;0,14444
